text,labels
From my perspective We are thankful and grateful for your help today.,grateful
During this week. the tone feels ill. I love how you supported me today. The room was tensed before the decision for this case.,"love,sick,tensed"
From my perspective This event was emotional and overwhelming for our team.,emotional
In today's discussion the tone is encouraged for this case.,hopeful
In this situation the tone is depressed for this release.,depressed
During this week I became emotional while reading this right now.,emotional
In today's discussion. I love how you supported me today. There is constant drama around this issue for this case.,"drama,love"
In this project the tone is burnout right now.,stressed
During this week. the tone feels courteous. I am hopeful that this will improve for this release.,"hopeful,polite"
In this project the tone is overreaction right now.,drama
In today's discussion the tone is tears for this release.,emotional
In today's discussion. There is love and care in this message. the tone feels hopeless right now.,"depressed,love"
In this situation the tone is anxious for this case.,worried
In this situation The interaction was nice and respectful right now.,nice
In this project the tone is joy today.,joy
From my perspective. the tone feels pressured. the tone feels steady for this case.,"calm,tensed"
During this week There is fear about what could happen next today.,fear
In this project. the tone feels heartbroken. the tone feels romantic for our team.,"love,sad"
